Ocean Time [a],Ocean DIC [mol],Ocean C^{12}$S [mol],Ocean C^{13}$S [mol],Ocean $\delta^{13}$C [[DIC]],Ocean DIC [mol/l],Fossil_Fuel_Burning_2_Ocean_Flux DIC [mol/a],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{12}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{13}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Carbonate_Weathering_2_Ocean_Flux DIC [mol/a],Carbonate_Weathering_2_Ocean_Flux DIC [C^{12}$S],Carbonate_Weathering_2_Ocean_Flux DIC [C^{13}$S],Carbonate_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Organic_Weathering_2_Ocean_Flux DIC [mol/a],Organic_Weathering_2_Ocean_Flux DIC [C^{12}$S],Organic_Weathering_2_Ocean_Flux DIC [C^{13}$S],Organic_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Volcanic_2_Ocean_Flux DIC [mol/a],Volcanic_2_Ocean_Flux DIC [C^{12}$S],Volcanic_2_Ocean_Flux DIC [C^{13}$S],Volcanic_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_OM_burial_Flux DIC [mol/a],Ocean_2_OM_burial_Flux DIC [C^{12}$S],Ocean_2_OM_burial_Flux DIC [C^{13}$S],Ocean_2_OM_burial_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_Carbonate_burial_Flux DIC [mol/a],Ocean_2_Carbonate_burial_Flux DIC [C^{12}$S],Ocean_2_Carbonate_burial_Flux DIC [C^{13}$S],Ocean_2_Carbonate_burial_Flux DIC $\delta^{13}$C [[DIC]]
637,3.677886166666663e+18,3.6370064144767227e+18,4.087975218994371e+16,0.2442810311144776,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342310.3564,45467657689.643555,-26.082147157968233,18100000000000.0,17898818266233.617,201181733766.3828,0.24428235358486838
638,3.677886166666663e+18,3.637006414530174e+18,4.08797521364924e+16,0.24427970856952455,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342369.824,45467657630.17578,-26.082148445709265,18100000000000.0,17898818266496.67,201181733503.32812,0.24428103101753118
639,3.677886166666663e+18,3.6370064145836247e+18,4.0879752083041416e+16,0.2442783860329076,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342429.2915,45467657570.708496,-26.08214973343995,18100000000000.0,17898818266759.72,201181733240.28125,0.2442797084894048
640,3.677886166666663e+18,3.6370064146370755e+18,4.087975202959075e+16,0.24427706350400935,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342488.758,45467657511.24219,-26.08215102114934,18100000000000.0,17898818267022.766,201181732977.23438,0.24427838596143278
641,3.677886166666663e+18,3.6370064146905257e+18,4.087975197614041e+16,0.24427574098313853,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342548.225,45467657451.7749,-26.082152308879877,18100000000000.0,17898818267285.812,201181732714.1875,0.2442770634333064
642,3.677886166666663e+18,3.637006414743976e+18,4.087975192269039e+16,0.24427441847029507,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342607.692,45467657392.308105,-26.082153596599916,18100000000000.0,17898818267548.86,201181732451.14062,0.24427574090533438
643,3.677886166666663e+18,3.6370064147974257e+18,4.0879751869240696e+16,0.24427309596547905,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342667.1577,45467657332.842285,-26.08215488429865,18100000000000.0,17898818267811.902,201181732188.09766,0.24427441839696779
644,3.677886166666663e+18,3.637006414850875e+18,4.087975181579132e+16,0.24427177346853607,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342726.624,45467657273.37598,-26.08215617200819,18100000000000.0,17898818268074.945,201181731925.0547,0.24427309588844678
645,3.677886166666663e+18,3.637006414904324e+18,4.0879751762342264e+16,0.24427045097946615,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342786.0894,45467657213.910645,-26.08215745969643,18100000000000.0,17898818268337.984,201181731662.01562,0.2442717733996856
646,3.677886166666663e+18,3.637006414957773e+18,4.087975170889354e+16,0.24426912849857796,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342845.5537,45467657154.44629,-26.082158747363515,18100000000000.0,17898818268601.027,201181731398.97266,0.244270450891319
647,3.677886166666663e+18,3.637006415011221e+18,4.087975165544513e+16,0.2442678060257172,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342905.0186,45467657094.981445,-26.082160035041255,18100000000000.0,17898818268864.062,201181731135.9375,0.2442691284221632
648,3.677886166666663e+18,3.637006415064669e+18,4.087975160199704e+16,0.24426648356057512,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532342964.482,45467657035.51807,-26.082161322687195,18100000000000.0,17898818269127.098,201181730872.90234,0.2442678059530074
649,3.677886166666663e+18,3.637006415118117e+18,4.087975154854928e+16,0.24426516110361482,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343023.9463,45467656976.05371,-26.08216261035428,18100000000000.0,17898818269390.133,201181730609.8672,0.2442664834838516
650,3.677886166666663e+18,3.6370064151715645e+18,4.087975149510184e+16,0.24426383865452755,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343083.41,45467656916.58984,-26.082163898010872,18100000000000.0,17898818269653.168,201181730346.83203,0.2442651610146958
651,3.677886166666663e+18,3.6370064152250117e+18,4.087975144165472e+16,0.24426251621331332,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343142.874,45467656857.12598,-26.082165185667463,18100000000000.0,17898818269916.2,201181730083.80078,0.2442638385652998
652,3.677886166666663e+18,3.6370064152784584e+18,4.087975138820793e+16,0.24426119378043526,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343202.337,45467656797.663086,-26.08216647330275,18100000000000.0,17898818270179.227,201181729820.77344,0.24426251613535482
653,3.677886166666663e+18,3.637006415331905e+18,4.087975133476146e+16,0.24425987135527585,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343261.7983,45467656738.20166,-26.082167760906547,18100000000000.0,17898818270442.258,201181729557.7422,0.24426119368580443
654,3.677886166666663e+18,3.637006415385351e+18,4.0879751281315304e+16,0.24425854893798948,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343321.261,45467656678.73877,-26.082169048541832,18100000000000.0,17898818270705.28,201181729294.71875,0.24425987127561924
655,3.677886166666663e+18,3.637006415438797e+18,4.087975122786948e+16,0.24425722652903928,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343380.723,45467656619.276855,-26.082170336156125,18100000000000.0,17898818270968.31,201181729031.6914,0.24425854884582862
656,3.677886166666663e+18,3.6370064154922424e+18,4.0879751174423976e+16,0.24425590412780773,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343440.184,45467656559.81592,-26.082171623749268,18100000000000.0,17898818271231.33,201181728768.67188,0.24425722645524883
657,3.677886166666663e+18,3.6370064155456876e+18,4.087975112097879e+16,0.2442545817346036,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343499.6455,45467656500.35449,-26.082172911352906,18100000000000.0,17898818271494.35,201181728505.64844,0.24425590404506364
658,3.677886166666663e+18,3.637006415599132e+18,4.087975106753394e+16,0.24425325934958123,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343559.106,45467656440.89404,-26.082174198935398,18100000000000.0,17898818271757.37,201181728242.6289,0.24425458165448385
659,3.677886166666663e+18,3.637006415652577e+18,4.08797510140894e+16,0.24425193697243192,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343618.5664,45467656381.43359,-26.08217548651805,18100000000000.0,17898818272020.39,201181727979.60938,0.24425325926390407
660,3.677886166666663e+18,3.637006415706021e+18,4.087975096064518e+16,0.24425061460315564,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343678.0254,45467656321.97461,-26.082176774068735,18100000000000.0,17898818272283.406,201181727716.59375,0.24425193689292968
661,3.677886166666663e+18,3.637006415759465e+18,4.087975090720129e+16,0.2442492922417524,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343737.4863,45467656262.51367,-26.082178061661878,18100000000000.0,17898818272546.42,201181727453.57812,0.2442506145219553
662,3.677886166666663e+18,3.6370064158129085e+18,4.087975085375772e+16,0.24424796988853095,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343796.9453,45467656203.05469,-26.082179349212726,18100000000000.0,17898818272809.434,201181727190.5664,0.24424929217074068
663,3.677886166666663e+18,3.6370064158663516e+18,4.087975080031447e+16,0.24424664754318254,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343856.404,45467656143.59619,-26.08218063675292,18100000000000.0,17898818273072.445,201181726927.5547,0.24424796981937172
664,3.677886166666663e+18,3.6370064159197947e+18,4.0879750746871544e+16,0.2442453252058615,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343915.8623,45467656084.137695,-26.082181924293266,18100000000000.0,17898818273335.457,201181726664.54297,0.24424664746800273
665,3.677886166666663e+18,3.637006415973237e+18,4.087975069342894e+16,0.24424400287656792,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532343975.3203,45467656024.67969,-26.08218321182281,18100000000000.0,17898818273598.47,201181726401.53125,0.24424532511678812
666,3.677886166666663e+18,3.6370064160266793e+18,4.0879750639986664e+16,0.24424268055530174,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344034.779,45467655965.22119,-26.082184499363155,18100000000000.0,17898818273861.477,201181726138.52344,0.24424400278517894
667,3.677886166666663e+18,3.6370064160801213e+18,4.08797505865447e+16,0.24424135824175422,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344094.2354,45467655905.76465,-26.08218578686105,18100000000000.0,17898818274124.48,201181725875.51953,0.24424268047302078
668,3.677886166666663e+18,3.637006416133563e+18,4.087975053310307e+16,0.24424003593638846,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344153.6934,45467655846.30664,-26.082187074390745,18100000000000.0,17898818274387.484,201181725612.51562,0.24424135816101697
669,3.677886166666663e+18,3.6370064161870044e+18,4.087975047966176e+16,0.24423871363889577,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344213.1494,45467655786.850586,-26.082188361878146,18100000000000.0,17898818274650.49,201181725349.51172,0.2442400358490132
670,3.677886166666663e+18,3.6370064162404454e+18,4.087975042622077e+16,0.24423739134943048,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344272.606,45467655727.39404,-26.08218964937604,18100000000000.0,17898818274913.49,201181725086.51172,0.2442387135566148
671,3.677886166666663e+18,3.637006416293886e+18,4.0879750372780104e+16,0.244236069068147,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344332.0625,45467655667.9375,-26.082190936873936,18100000000000.0,17898818275176.49,201181724823.51172,0.24423739126421642
672,3.677886166666663e+18,3.6370064163473265e+18,4.087975031933976e+16,0.24423474679458212,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344391.5176,45467655608.48242,-26.082192224340183,18100000000000.0,17898818275439.484,201181724560.51562,0.24423606899157782
673,3.677886166666663e+18,3.6370064164007665e+18,4.0879750265899736e+16,0.2442334245290447,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344450.9736,45467655549.02637,-26.082193511827576,18100000000000.0,17898818275702.48,201181724297.51953,0.24423474671878484
674,3.677886166666663e+18,3.637006416454206e+18,4.087975021246003e+16,0.2442321022715347,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344510.428,45467655489.57178,-26.08219479928333,18100000000000.0,17898818275965.477,201181724034.52344,0.2442334244459919
675,3.677886166666663e+18,3.6370064165076454e+18,4.087975015902066e+16,0.24423078002189771,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532344569.8823,45467655430.117676,-26.082196086728274,18100000000000.0,17898818276228.47,201181723771.53125,0.24423210219295868
